0.0      745
1.0      557
2.0      469
3.0      397
4.0      350
5.0      285
6.0      301
7.0      355
8.0      660
9.0     1275
10.0    1712
11.0    1881
12.0    1942
13.0    1862
14.0    1689
15.0    1626
16.0    1569
17.0    1622
18.0    1626
19.0    1647
20.0    1494
21.0    1348
22.0    1232
23.0    1001
Name: Arrival_Hour, dtype: int64
